movieid,isEnglish,country,runningtime,title,year
2250495,T,USA,3,Passion Fish (1992),1992
2250593,T,USA,1,Passion in the Desert (1997),1997
2250599,T,USA,2,Passion of Mind (2000),2000
2251093,T,USA,3,Patch Adams (1998),1998
2251197,F,other,3,Pather Panchali (1955),1955
2251241,T,USA,1,Paths of Glory (1957),1957
2251547,T,USA,3,Patriot Games (1992),1992
2251761,T,USA,3,Patton (1970),1970
2251833,F,other,1,Paul Bowles - Halbmond (1995),1995
2252075,T,USA,1,Paulie (1998),1998
2252158,T,other,1,Paura nella città dei morti viventi (1980),1980
2252485,T,USA,1,Payback (1990),1990
2252917,F,other,1,Peanuts - Die Bank zahlt alles (1996),1996
2253153,T,USA,1,Pecker (1998),1998
2253332,T,USA,1,Pee-wee's Big Adventure (1985),1985
2253441,T,UK,2,Peeping Tom (1960),1960
2253567,T,USA,2,Peggy Sue Got Married (1986),1986
2254216,T,USA,2,Penitentiary (1979),1979
2254219,T,USA,2,Penitentiary II (1982),1982
2254327,T,USA,3,Penny Serenade (1941),1941
2255035,F,other,3,Per qualche dollaro in più (1965),1965
2255064,F,other,2,Per un pugno di dollari (1964),1964
2255408,F,other,1,Perfect Blue (1997),1997
2256004,T,USA,1,Permanent Midnight (1998),1998
2256605,T,UK,2,Persuasion (1995),1995
2257031,T,USA,2,Pet Sematary (1989),1989
2257033,T,USA,2,Pet Sematary II (1992),1992
2257129,T,USA,3,Pete's Dragon (1977),1977
2257265,T,USA,1,Peter Pan (1953),1953
2257381,T,UK,2,Peter's Friends (1992),1992
2257901,T,USA,1,Phantasm (1979),1979
2257904,T,USA,2,Phantasm II (1988),1988
2257905,T,USA,1,Phantasm III: Lord of the Dead (1994),1994
2257906,T,USA,1,Phantasm IV: Oblivion (1998),1998
2258068,T,USA,2,Phantoms (1998),1998
2258079,T,USA,1,Pharaoh's Army (1995),1995
2258163,T,USA,1,Phat Beach (1996),1996
2258248,T,USA,3,Phenomenon (1996),1996
2258328,T,USA,3,Philadelphia (1993),1993
2258588,T,USA,2,Phoenix (1998),1998
2258957,F,other,1,Phörpa (1999),1999
2258958,T,USA,1,Pi (1998),1998
2259483,T,USA,3,Picnic (1955),1955
2259508,T,other,3,Picnic at Hanging Rock (1975),1975
2259556,T,other,2,Picture Bride (1994),1994
2259586,T,USA,2,Picture Perfect (1997),1997
2259786,F,USA,1,Pie in the Sky (1935),1935
2261350,T,USA,2,Pink Flamingos (1972),1972
2261353,T,UK,1,Pink Floyd The Wall (1982),1982
2261598,T,USA,1,Pinocchio (1940),1940
2261929,T,USA,2,Piranha (1978),1978
2262428,T,USA,1,Pit and the Pendulum (1961),1961
2262464,T,USA,3,Pitch Black (2000),2000
2262957,T,USA,3,Places in the Heart (1984),1984
2263106,T,USA,1,Plan 9 from Outer Space (1959),1959
2263331,T,USA,3,Planet of the Apes (1968),1968
2263670,T,UK,3,Platoon (1986),1986
2263826,T,USA,3,Play It to the Bone (1999),1999
2264538,T,USA,1,Playing God (1997),1997
2264592,T,UK,3,Playing by Heart (1998),1998
2264815,T,USA,3,Pleasantville (1998),1998
2265148,F,France,3,Plein soleil (1960),1960
2265188,T,UK,3,Plenty (1985),1985
2265452,T,UK,2,Plunkett & Macleane (1999),1999
2265563,T,USA,0,Plutonium Circus (1995),1995
2265771,T,USA,1,Pocahontas (1995),1995
2266198,T,USA,2,Poetic Justice (1993),1993
2266555,T,USA,1,Poison (1991),1991
2266574,T,USA,1,Poison Ivy (1992),1992
2266575,T,USA,2,Poison Ivy II (1996),1996
2266691,T,USA,1,Pokemon: The First Movie - Mewtwo Strikes Back (1998),1998
2266891,T,other,2,Pokémon: The Movie 2000 (1999),1999
2267111,T,USA,2,Police Academy (1984),1984
2267114,T,USA,1,Police Academy 2: Their First Assignment (1985),1985
2267116,T,USA,1,Police Academy 3: Back in Training (1986),1986
2267118,T,USA,1,Police Academy 4: Citizens on Patrol (1987),1987
2267120,T,USA,1,Police Academy 5: Assignment: Miami Beach (1988),1988
2267121,T,USA,1,Police Academy 6: City Under Siege (1989),1989
2267434,T,USA,2,Polish Wedding (1998),1998
2267673,T,USA,3,Pollyanna (1960),1960
2267777,T,USA,3,Poltergeist (1982),1982
2267780,T,USA,3,Poltergeist II: The Other Side (1986),1986
2267781,T,USA,2,Poltergeist III (1988),1988
2268063,F,France,2,Ponette (1996),1996
2268776,T,USA,3,Popeye (1980),1980
2269366,T,USA,2,Pork Chop Hill (1959),1959
2269410,T,other,1,Porky's (1982),1982
2269426,T,other,2,Porky's II: The Next Day (1983),1983
2269444,T,USA,1,Porky's Revenge (1985),1985
2270182,F,UK,3,Portraits chinois (1996),1996
2270749,T,France,3,Possession (1981),1981
2271178,T,USA,1,Pot o' Gold (1941),1941
2271822,T,USA,3,Powder (1995),1995
2271870,T,USA,1,Power 98 (1996),1996
2272308,T,USA,2,Practical Magic (1998),1998
2272532,T,USA,2,Prancer (1989),1989
2273044,T,USA,2,Predator (1987),1987
2273048,T,USA,2,Predator 2 (1990),1990
2273174,T,USA,2,Prefontaine (1997),1997
2273896,T,other,1,Prerokbe Ognja (1996),1996
2274575,T,USA,3,Pretty Woman (1990),1990
2274590,T,USA,2,Pretty in Pink (1986),1986
2274790,T,USA,3,Price of Glory (2000),2000
2274852,T,UK,3,Prick Up Your Ears (1987),1987
2274949,T,UK,2,Priest (1994),1994
2275139,T,USA,3,Primal Fear (1996),1996
2275181,T,France,3,Primary Colors (1998),1998
2275543,T,other,2,Prince Valiant (1997),1997
2275635,T,USA,3,Prince of the City (1981),1981
2275709,T,UK,2,Princess Caraboo (1994),1994
2276353,T,USA,2,Private Benjamin (1980),1980
2276841,T,USA,2,Private Parts (1997),1997
2276914,T,USA,1,Private School (1983),1983
2277269,F,France,2,Priyatel pokoynika (1997),1997
2277334,T,USA,3,Prizzi's Honor (1985),1985
2277505,T,USA,1,Problem Child (1990),1990
2277506,T,USA,1,Problem Child 2 (1991),1991
2278340,T,USA,1,Project Moon Base (1953),1953
2278576,T,other,1,Prom Night (1980),1980
2278585,T,other,1,Prom Night IV: Deliver Us from Evil (1992),1992
2279852,T,USA,3,Prêt-à-Porter (1994),1994
2280097,T,USA,2,Psycho (1960),1960
2280098,T,USA,2,Psycho (1998),1998
2280101,T,other,1,Psycho Beach Party (2000),2000
2280125,T,USA,3,Psycho II (1983),1983
2280126,T,USA,1,Psycho III (1986),1986
2280376,T,USA,1,Public Access (1993),1993
2280997,T,USA,3,Pulp Fiction (1994),1994
2281105,T,other,2,Pump Up the Volume (1990),1990
2281160,T,USA,1,Pumpkinhead (1988),1988
2281612,T,USA,1,Puppet Master (2010),2010
2282360,T,USA,3,Pushing Tin (1999),1999
2285092,F,other,1,Quartier Mozart (1992),1992
2285138,T,UK,1,Quatermass 2 (1957),1957
2285139,T,UK,2,Quatermass and the Pit (1967),1967
2285647,T,USA,2,Queens Logic (1991),1991
2285997,T,USA,1,Quest for Camelot (1998),1998
2286681,T,USA,3,Quiz Show (1994),1994
2287637,T,USA,2,Race the Sun (1996),1996
2288084,T,USA,1,Radio Days (1987),1987
2288257,T,USA,2,Radioland Murders (1994),1994
2288625,T,USA,3,Raging Bull (1980),1980
2288828,T,USA,3,Raiders of the Lost Ark (1981),1981
2288908,T,USA,1,Railroaded! (1947),1947
2288969,T,USA,1,Rain (1932),1932
2289039,T,USA,3,Rain Man (1988),1988
2289215,T,UK,1,Raining Stones (1993),1993
2289279,T,UK,3,Raise the Titanic (1980),1980
2289300,T,USA,1,Raising Arizona (1987),1987
2290129,T,USA,2,Rambo III (1988),1988
2290136,T,USA,2,Rambo: First Blood Part II (1985),1985
2290316,F,other,3,Ran (1985),1985
2290489,T,USA,3,Random Hearts (1999),1999
2290562,F,other,1,Rang-e khoda (1999),1999
2290793,T,USA,3,Ransom (1996),1996
2291501,T,USA,3,Ratchet (1996),1996
2291903,T,other,2,Ravenous (1999),1999
2291994,T,USA,1,Raw Deal (1948),1948
2292109,T,UK,1,Rawhead Rex (1986),1986
2292470,T,USA,1,Re-Animator (1985),1985
2292610,T,USA,2,Reach the Rock (1998),1998
2292773,T,USA,2,Ready to Rumble (2000),2000
2292920,T,USA,2,Real Genius (1985),1985
2293200,T,USA,2,Reality Bites (1994),1994
2293416,T,USA,3,Rear Window (1954),1954
2293483,F,other,1,Reazione a catena (1971),1971
2293500,T,USA,3,Rebecca (1940),1940
2293587,T,USA,3,Rebel Without a Cause (1955),1955
2293915,T,USA,1,Reckless (1995),1995
2294497,T,USA,3,Red Corner (1997),1997
2294518,T,USA,3,Red Dawn (1984),1984
2294990,T,USA,2,Red Rock West (1993),1993
2295106,T,other,1,Red Sonja (1985),1985
2295575,T,USA,3,Reds (1981),1981
2296145,F,France,1,Regarde la mer (1997),1997
2296438,T,USA,1,Regret to Inform (1998),1998
2296667,T,USA,3,Reindeer Games (2000),2000
2296892,F,other,3,Rekopis znaleziony w Saragossie (1965),1965
2296987,T,other,1,Relative Fear (1994),1994
2297049,T,USA,3,Relax... It's Just Sex (1998),1998
2297404,T,USA,3,Remember the Titans (2000),2000
2297836,T,USA,3,Renaissance Man (1994),1994
2298189,T,USA,1,Rent-A-Cop (2012),2012
2298460,T,USA,1,Repo Man (1984),1984
2298603,T,USA,1,Repossessed (1990),1990
2298717,T,UK,2,Repulsion (1965),1965
2298804,T,USA,2,Requiem for a Dream (2000),2000
2299047,T,USA,2,Reservoir Dogs (1992),1992
2299492,T,USA,3,Restoration (1995),1995
2299646,T,UK,2,Resurrection Man (1998),1998
2299999,T,USA,1,Retroactive (1997),1997
2300104,T,USA,1,Return from Witch Mountain (1978),1978
2300162,T,USA,1,Return of the Fly (1959),1959
2300333,T,USA,3,Return to Me (2000),2000
2300351,T,UK,3,Return to Oz (1985),1985
2300354,T,USA,3,Return to Paradise (1998),1998
2300450,T,USA,2,Return with Honor (1998),1998
2301689,T,USA,0,Rhyme & Reason (1997),1997
2301991,T,UK,1,Rich and Strange (1931),1931
2302051,T,UK,2,Richard III (1995),1995
2302418,T,USA,1,Ride (1998),1998
2302526,T,USA,3,Ride with the Devil (1999/I),1999
2302661,F,France,2,Ridicule (1996),1996
2303621,T,USA,1,Ringmaster (1998),1998
2303953,T,USA,1,Ripe (1996),1996
2304264,T,USA,3,Rising Sun (1993),1993
2304330,T,USA,2,Risky Business (1983),1983
2305025,T,USA,1,Ri¢hie Ri¢h (1994),1994
2305197,T,USA,1,Road Trip (2000),2000
2305466,T,USA,2,Roadside Prophets (1992),1992
2305587,T,USA,3,Rob Roy (1995),1995
2305931,T,USA,1,Robin Hood (1973),1973
2305974,T,France,2,Robin Hood: Men in Tights (1993),1993
2305976,T,USA,3,Robin Hood: Prince of Thieves (1991),1991
2306194,T,USA,2,RoboCop (1987),1987
2306197,T,USA,3,RoboCop 2 (1990),1990
2306201,T,USA,2,RoboCop 3 (1993),1993
2307015,T,other,1,Rocket Man (2011),2011
2307071,T,USA,1,Rocketship X-M (1950),1950
2307228,T,USA,3,Rocky (1976),1976
2307246,T,USA,3,Rocky II (1979),1979
2307247,T,USA,2,Rocky III (1982),1982
2307248,T,USA,1,Rocky IV (1985),1985
2307289,T,USA,2,Rocky V (1990),1990
2307534,T,USA,1,Roger & Me (1989),1989
2307985,T,USA,3,Rollercoaster (1977),1977
2308229,T,USA,3,Roman Holiday (1953),1953
2308305,F,France,2,Romance (1999),1999
2308476,T,other,2,Romancing the Stone (1984),1984
2308720,T,USA,3,Romeo + Juliet (1996),1996
2308725,T,UK,3,Romeo Is Bleeding (1993),1993
2308730,T,USA,3,Romeo Must Die (2000),2000
2308758,T,UK,3,Romeo and Juliet (1968),1968
2308889,T,other,1,Romper Stomper (1992),1992
2308916,T,USA,1,Romy and Michele's High School Reunion (1997),1997
2309076,T,UK,3,Ronin (1998),1998
2309334,T,UK,3,Room at the Top (1959),1959
2309427,T,USA,2,Roommates (1995),1995
2309617,T,USA,1,Rope (1948),1948
2310074,T,USA,2,Roseanna's Grave (1997),1997
2310119,T,USA,3,Rosemary's Baby (1968),1968
2310159,T,UK,3,Rosencrantz & Guildenstern Are Dead (1990),1990
2310222,F,France,1,Rosetta (1999),1999
2310236,T,USA,3,Rosewood (1997),1997
2310265,F,France,2,Rosie (1998),1998
2310722,T,UK,2,Rough Magic (1995),1995
2310724,T,USA,2,Rough Night in Jericho (1967),1967
2310851,F,other,2,Roula (1995),1995
2310980,T,USA,3,Rounders (1998),1998
2311011,T,USA,2,Roustabout (1964),1964
2311879,T,USA,3,Ruby in Paradise (1993),1993
2311916,T,other,1,Rude (1995),1995
2312022,T,USA,3,Rudy (1993),1993
2312345,T,USA,3,Rules of Engagement (2000),2000
2312692,T,USA,1,Run Silent Run Deep (1958),1958
2312819,T,USA,2,Runaway (1984),1984
2312852,T,USA,3,Runaway Bride (1999),1999
2312897,T,USA,3,Runaway Train (1985),1985
2313047,T,USA,1,Running Free (1994),1994
2313093,T,USA,2,Running Scared (1986),1986
2313464,T,USA,2,Rush Hour (1998),1998
2313519,T,USA,1,Rushmore (1998),1998
2313912,T,USA,1,Ruthless People (1986),1986
2314869,T,USA,2,S.F.W. (1994),1994
2315269,T,USA,2,SLC Punk! (1998),1998
2316009,T,UK,1,Sabotage (1936),1936
2316029,T,USA,2,Saboteur (1942),1942
2316046,T,USA,3,Sabrina (1954),1954
2316049,T,other,3,Sabrina (1995),1995
2316115,F,other,3,Sacco e Vanzetti (1971),1971
2316742,T,UK,3,Safe (1995),1995
2316800,T,USA,1,Safe Men (1998),1998
2316801,T,USA,2,Safe Passage (1994),1994
2318730,T,USA,1,Saludos Amigos (1942),1942
2318736,F,France,2,Salut cousin! (1996),1996
2319753,F,France,3,Samt el qusur (1994),1994
2320925,F,other,3,Sangre y arena (1989),1989
2321221,F,France,2,Sans toit ni loi (1985),1985
2321373,T,UK,2,Santa Claus (1985),1985
2321444,T,USA,3,Santa Fe Trail (1940),1940
2321525,T,USA,2,Santa with Muscles (1996),1996
2321649,F,other,2,Santitos (1999),1999
2322051,T,other,3,Sarafina! (1992),1992
2323351,T,UK,1,Saturn 3 (1980),1980
2324074,T,UK,1,Saving Grace (2000),2000
2324123,T,USA,3,Saving Private Ryan (1998),1998
2324198,T,USA,2,Savior (1998),1998
2324383,T,USA,2,Say Anything... (1989),1989
2325153,T,USA,1,Scary Movie (2000),2000
2325529,T,USA,3,Scent of a Woman (1992),1992
2325646,F,other,2,Schatten der Engel (1976),1976
2325897,T,USA,3,Schindler's List (1993),1993
2325936,T,USA,2,Schizopolis (1996),1996
2325949,F,other,3,Schlafes Bruder (1995),1995
2326309,T,USA,3,School Daze (1988),1988
2327740,T,USA,3,Scream (1996),1996
2327746,T,USA,3,Scream 2 (1997),1997
2327747,T,USA,3,Scream 3 (2000),2000
2327816,T,other,2,Screamers (1995),1995
2328405,T,USA,1,Screwed (2000),2000
2328488,T,USA,2,Scrooged (1988),1988
2328882,T,USA,3,Se7en (1995),1995
2329335,T,USA,2,Searching for Bobby Fischer (1993),1993
2329715,T,UK,2,Second Best (1994),1994
2330057,T,UK,1,Secret Agent (1936),1936
2330470,T,France,3,Secrets & Lies (1996),1996
2332489,T,USA,3,Selena (1997),1997
2333344,T,other,1,Senior Trip (1995),1995
2333494,T,USA,3,Sense and Sensibility (1995),1995
2333527,T,USA,2,Senseless (1998),1998
2334512,T,USA,1,Serial Mom (1994),1994
2334625,T,USA,3,Serpico (1973),1973
2334876,T,USA,1,Sesame Street Presents: Follow that Bird (1985),1985
2335038,T,USA,3,Set It Off (1996),1996
2335264,F,France,1,Seul contre tous (1998),1998
2335400,T,USA,1,Seven Chances (1925),1925
2335431,T,USA,3,Seven Days in May (1964),1964
2335622,T,USA,3,Seven Years in Tibet (1997),1997
2336864,T,USA,2,"Sex, Lies, and Videotape (1989)",1989
2337754,T,USA,1,Sgt. Bilko (1996),1996
2338199,T,USA,2,Shadow Conspiracy (1997),1997
2338375,T,USA,2,Shadow of a Doubt (1943),1943
2338484,T,UK,3,Shadowlands (1993),1993
2338685,T,USA,2,Shadrach (1998),1998
2338707,T,USA,2,Shaft (1971),1971
2338708,T,other,2,Shaft (2000),2000
2338711,T,USA,3,Shaft in Africa (1973),1973
2338714,T,USA,2,Shaft's Big Score! (1972),1972
2338941,T,USA,1,Shakes the Clown (1991),1991
2338963,T,USA,3,Shakespeare in Love (1998),1998
2339096,T,USA,2,Shall We Dance (1937),1937
2339103,F,other,3,Shall we dansu? (1996),1996
2339111,T,UK,1,Shallow Grave (1994),1994
2339246,T,USA,2,Shampoo (1975),1975
2339347,T,USA,3,Shane (1953),1953
2339477,T,USA,3,Shanghai Noon (2000),2000
2339491,T,UK,2,Shanghai Surprise (1986),1986
2340287,T,USA,2,Shattered Image (1998),1998
2341003,T,USA,1,She's All That (1999),1999
2341046,T,USA,1,She's Gotta Have It (1986),1986
2341100,T,France,2,She's So Lovely (1997),1997
2341160,T,USA,2,She's the One (1996),1996
2341171,T,USA,2,She-Devil (1989),1989
2341509,F,France,2,Shekvarebuli kulinaris ataserti retsepti (1996),1996
2342626,T,USA,0,Shiloh (1922),1922
2342997,T,other,2,Shine (1996),1996
2344403,T,UK,2,Shooting Fish (1997),1997
2344573,T,UK,2,Shopping (1994),1994
2344675,T,USA,3,Short Cuts (1993),1993
2345354,T,France,3,Showgirls (1995),1995
2345742,F,other,2,Shuang long hui (1992),1992
2346707,F,other,1,Sib (1998),1998
2346713,F,other,3,Sibak (1994),1994
2346939,T,UK,3,Sid and Nancy (1986),1986
2348226,T,USA,2,Silent Fall (1994),1994
2349123,T,USA,3,Simon Birch (1998),1998
2349163,T,other,1,Simon Sez (1999),1999
2349269,T,UK,2,Simpatico (1999),1999
2349430,T,other,1,Simply Irresistible (1999),1999
2349784,T,UK,3,Sinbad and the Eye of the Tiger (1977),1977
2350234,T,USA,2,Singin' in the Rain (1952),1952
2350339,T,USA,2,Single White Female (1992),1992
2350378,T,USA,2,Singles (1992),1992
2350992,T,other,2,Sirens (1993),1993
2351245,T,USA,2,Sister Act (1992),1992
2351246,T,USA,2,Sister Act 2: Back in the Habit (1993),1993
2351693,T,USA,2,Six Days Seven Nights (1998),1998
2351717,T,USA,3,Six Degrees of Separation (1993),1993
2351845,T,USA,2,Six Ways to Sunday (1997),1997
2351885,T,USA,1,Six of a Kind (1934),1934
2351904,T,USA,1,Six-String Samurai (1998),1998
2351925,T,USA,1,Sixteen Candles (1984),1984
2352948,T,USA,2,Skipped Parts (2000),2000
2353641,T,USA,2,Slam (1998),1998
2353781,T,USA,1,Slappy and the Stinkers (1998),1998
2353895,T,USA,1,Slaughterhouse (1987),1987
2353900,T,USA,1,Slaughterhouse Rock (1988),1988
2354011,T,USA,1,Slaves to the Underground (1997),1997
2354219,T,USA,1,Sleepaway Camp (1983),1983
2354226,T,USA,1,Sleeper (1973),1973
2354247,T,USA,3,Sleepers (1996),1996
2354271,T,USA,1,Sleeping Beauty (1959),1959
2354392,T,USA,2,Sleepless in Seattle (1993),1993
2354396,T,USA,1,Sleepover (1995),1995
2354438,T,USA,1,Sleepwalkers (1992),1992
2354464,T,USA,2,Sleepy Hollow (1999),1999
2354674,T,UK,2,Sliding Doors (1998),1998
2354792,T,USA,3,Sling Blade (1996),1996
2354959,T,USA,2,Sliver (1993),1993
2355275,T,USA,1,Slumber Party Massacre II (1987),1987
2355276,T,USA,1,Slumber Party Massacre III (1990),1990
2355303,T,USA,1,Slums of Beverly Hills (1998),1998
2355555,T,UK,2,Small Faces (1996),1996
2355625,T,USA,3,Small Soldiers (1998),1998
2355661,T,USA,1,Small Time Crooks (2000),2000
2355719,T,USA,1,Small Wonders (1995),1995
2355904,T,UK,2,Smashing Time (1967),1967
2356134,T,other,3,Smilla's Sense of Snow (1997),1997
2356224,T,other,3,Smoke (1995),1995
2356287,T,other,1,Smoke Signals (1998),1998
2356460,F,France,3,Smoking/No Smoking (1993),1993
2356755,T,USA,2,Snake Eyes (1998),1998
2357080,T,USA,3,Sneakers (1992),1992
2357240,T,USA,1,Snitch (1998),1998
2357424,T,USA,1,Snow Day (2000),2000
2357437,T,USA,3,Snow Falling on Cedars (1999),1999
2357543,T,USA,1,Snow White and the Seven Dwarfs (1937),1937
2357676,T,USA,2,Snowriders (1996),1996
2357807,T,USA,1,So Dear to My Heart (1948),1948
2357857,T,USA,1,So I Married an Axe Murderer (1993),1993
2358317,T,USA,2,Soapdish (1991),1991
2358980,T,other,2,Soft Fruit (1999),1999
2359014,T,USA,2,Soft Toilet Seats (1999),1999
2359470,T,other,3,Solar Crisis (1990),1990
2359505,F,other,2,Solas (1999),1999
2359625,T,other,1,Soldier (2005),2005
2360108,T,other,1,Solo (1996),1996
2360397,F,other,3,Solyaris (1972),1972
2360614,T,USA,1,Some Folks Call It a Sling Blade (1994),1994
2360660,T,USA,1,Some Kind of Wonderful (1987),1987
2360675,T,USA,3,Some Like It Hot (1959),1959
2360702,T,other,3,Some Mother's Son (1996),1996
2360833,T,USA,2,Somebody Is Waiting (1996),1996
2360852,T,USA,2,Somebody to Love (1994),1994
2360910,F,other,2,Someone Else's America (1995),1995
2360973,T,USA,2,Someone to Watch Over Me (1987),1987
2361193,T,USA,1,Something Wicked This Way Comes (1983),1983
2361211,T,USA,3,Something for Everyone (1970),1970
2361281,T,USA,1,Something to Sing About (1937),1937
2361284,T,USA,2,Something to Talk About (1995),1995
2361450,T,USA,2,Somewhere in Time (1980),1980
2361456,T,USA,1,Somewhere in the City (1998),1998
2361575,T,France,3,Sommersby (1993),1993
2361748,T,USA,1,Son in Law (1993),1993
2361778,T,USA,1,Son of Dracula (1943),1943
2361784,T,USA,2,Son of Flubber (1963),1963
2361785,T,USA,2,Son of Frankenstein (1939),1939
2362113,T,UK,1,Song of Freedom (1936),1936
2362207,T,USA,1,Song of the South (1946),1946
2362428,T,USA,1,Sonic Outlaws (1995),1995
2363015,T,UK,3,Sophie's Choice (1982),1982
2363269,T,USA,1,Sorority House Massacre (1986),1986
2363270,T,USA,1,Sorority House Massacre II (1990),1990
2363738,T,USA,3,Soul Food (1997),1997
2363756,T,USA,2,Soul Man (1986),1986
2364254,T,USA,1,Sour Grapes (1998),1998
2364486,T,USA,3,South Pacific (1958),1958
2364498,T,USA,1,South Park: Bigger Longer & Uncut (1999),1999
2364887,F,other,3,Soy Cuba (1964),1964
2364949,T,USA,2,Soylent Green (1973),1973
2365078,T,USA,3,Space Cowboys (2000),2000
2365142,T,USA,1,Space Jam (1996),1996
2365297,T,USA,2,Spaceballs (1987),1987
2365518,T,other,1,Spanish Fly (1998),1998
2365633,T,USA,2,Spanking the Monkey (1994),1994
2365831,T,USA,3,Sparrows (1926),1926
2365844,T,USA,3,Spartacus (1960),1960
2365920,T,USA,2,Spawn (1997),1997
2366246,T,USA,2,Species (1995),1995
2366248,T,USA,1,Species II (1998),1998
2366368,T,USA,2,Speechless (1994),1994
2366403,T,USA,3,Speed (1994),1994
2366408,T,USA,3,Speed 2: Cruise Control (1997),1997
2366649,T,USA,3,Spellbound (1945),1945
2366980,T,USA,3,Sphere (1998),1998
2367023,T,UK,1,Spice World (1997),1997
2367832,T,USA,3,Splash (1984),1984
2367921,T,UK,1,Splendor (1999),1999
2367930,T,USA,3,Splendor in the Grass (1961),1961
2369177,T,USA,2,Sprung (1997),1997
2369317,T,USA,1,Spy Hard (1996),1996
2369519,T,USA,2,Squanto: A Warrior's Tale (1994),1994
2369623,T,other,1,Squeeze (1980),1980
2370089,T,USA,3,St. Elmo's Fire (1985),1985
2370348,T,USA,2,Stacy's Knights (1983),1983
2370423,T,USA,1,Stag (1997),1997
2370472,T,UK,3,Stage Fright (1950),1950
2370704,T,USA,3,Stalag 17 (1953),1953
2370742,F,other,3,Stalingrad (1993),1993
2370772,F,other,3,Stalker (1979),1979
2371045,T,USA,1,Stand and Deliver (1928),1928
2371052,T,USA,1,Stand by Me (1986),1986
2371246,T,USA,2,Stanley & Iris (1989),1989
2371502,T,USA,2,Star Kid (1997),1997
2371509,T,USA,1,Star Maps (1997),1997
2371602,T,USA,2,Star Trek III: The Search for Spock (1984),1984
2371603,T,USA,3,Star Trek IV: The Voyage Home (1986),1986
2371610,T,USA,2,Star Trek V: The Final Frontier (1989),1989
2371611,T,USA,3,Star Trek VI: The Undiscovered Country (1991),1991
2371648,T,USA,3,Star Trek: First Contact (1996),1996
2371651,T,USA,3,Star Trek: Generations (1994),1994
2371654,T,USA,2,Star Trek: Insurrection (1998),1998
2371692,T,USA,3,Star Trek: The Motion Picture (1979),1979
2371705,T,USA,3,Star Trek: The Wrath of Khan (1982),1982
2371726,T,USA,3,Star Wars (1977),1977
2371778,T,USA,3,Star Wars: Episode I - The Phantom Menace (1999),1999
2371786,T,USA,3,Star Wars: Episode V - The Empire Strikes Back (1980),1980
2371787,T,USA,3,Star Wars: Episode VI - Return of the Jedi (1983),1983
2372012,T,USA,1,Stardust Memories (1980),1980
2372068,T,France,3,Stargate (1994),1994
2372234,T,USA,3,Starman (1984),1984
2372328,T,USA,1,Stars and Bars (1988),1988
2372407,T,USA,3,Starship Troopers (1997),1997
2373106,T,USA,1,Stay Tuned (1992),1992
2373212,T,USA,3,Steal Big Steal Little (1995),1995
2373221,T,USA,2,Steal This Movie (2000),2000
2373241,T,other,3,Stealing Beauty (1996),1996
2373256,T,USA,2,Stealing Home (1988),1988
2373364,T,USA,1,Steamboat Willie (1928),1928
2373434,T,USA,2,Steel (1997),1997
2373470,T,USA,3,Steel Magnolias (1989),1989
2373573,F,other,1,Stefano Quantestorie (1993),1993
2373941,T,USA,3,Stepmom (1998),1998
2374542,T,UK,2,Stiff Upper Lips (1998),1998
2374584,T,USA,2,Stigmata (1999),1999
2374677,T,USA,2,Still Breathing (1997),1997
2374686,T,UK,2,Still Crazy (1998),1998
2375093,T,USA,2,Stir of Echoes (1999),1999
2375659,T,UK,2,Stonewall (1995),1995
2375749,T,USA,2,Stop Making Sense (1984),1984
2375846,T,USA,1,Stop! Or My Mom Will Shoot (1992),1992
2375950,T,USA,1,Storefront Hitchcock (1998),1998
2376295,T,USA,2,Story of G.I. Joe (1945),1945
2376870,T,USA,3,Strange Days (1995),1995
2377049,T,USA,1,Strangeland (1998),1998
2377127,T,USA,1,Stranger Than Paradise (1984),1984
2377173,T,other,1,Stranger in the House (1997),1997
2377282,T,USA,2,Strangers on a Train (1951),1951
2377877,T,USA,2,Street Fighter (1994),1994
2378398,T,other,1,Strictly Ballroom (1992),1992
2378535,T,other,2,Strike! (1998),1998
2378594,T,USA,2,Striking Distance (1993),1993
2378750,T,USA,3,Stripes (1981),1981
2378853,T,USA,3,Striptease (1996),1996
2379184,T,other,1,Stuart Little (1999),1999
2379192,T,other,2,Stuart Saves His Family (1995),1995
2380109,T,USA,3,SubUrbia (1996),1996
2380932,T,USA,3,Sudden Death (1995),1995
2380949,T,USA,1,Sudden Manhattan (1996),1996
2380982,T,USA,3,"Suddenly, Last Summer (1959)",1959
2381332,T,UK,1,Sugar Town (1999),1999
2381528,T,USA,2,Suicide Kings (1997),1997
2381959,T,USA,1,Sullivan's Travels (1941),1941
2382368,T,USA,3,Summer of Sam (1999),1999
2382687,F,other,3,Suna no onna (1964),1964
2383252,T,USA,3,Sunset Blvd. (1950),1950
2383280,T,USA,2,Sunset Park (1996),1996
2383305,T,USA,1,Sunset Strip (2000),2000
2383350,T,other,3,Sunshine (1999),1999
2383956,T,UK,2,Super Mario Bros. (1993),1993
2384304,F,other,1,SuperNova (2012),2012
2384418,T,UK,3,Supergirl (1984),1984
2384520,T,UK,3,Superman (1978),1978
2384532,T,USA,3,Superman II (1980),1980
2384535,T,UK,3,Superman III (1983),1983
2384536,T,UK,3,Superman IV: The Quest for Peace (1987),1987
2384735,T,USA,1,Superstar (1999),1999
